layer,group,base_mean,tgt_mean,delta_mean,base_std,tgt_std,delta_std,cosine
19,mlp,-9.510258072222127e-06,-9.463880253699444e-06,4.6377818522682745e-08,0.013105760425597307,0.01307755979902225,-2.8200626575056523e-05,0.9969072777491507
20,attn,-2.4968233754983683e-07,-2.9387831992373075e-07,-4.419598237389392e-08,0.016180682288524352,0.016115054288305387,-6.562800021896534e-05,0.9982412637853957
20,mlp,-1.232435338648759e-05,-1.2175513271435993e-05,1.4884011505159627e-07,0.013127604222844157,0.01309976774403828,-2.7836478805876724e-05,0.9969115285078415
21,attn,-3.3671941399525916e-06,-3.4393671677987284e-06,-7.21730278461368e-08,0.0162013291466284,0.016136612588928463,-6.47165576999377e-05,0.9983472991249309
21,mlp,-6.936906183259748e-06,-6.797867446110311e-06,1.3903873714943702e-07,0.013191597777814453,0.013163551649154595,-2.8046128659857394e-05,0.9968927934643653
22,attn,-1.701821588105624e-06,-1.6415746200424894e-06,6.024696806313465e-08,0.015992762770701337,0.015930440134789624,-6.232263591171225e-05,0.9983312377514765
22,mlp,-8.475474549504879e-06,-8.406739804970125e-06,6.873474453475362e-08,0.013211021587432054,0.01318556773516534,-2.5453852266713733e-05,0.9967294254524754
23,attn,4.0755141277572715e-06,4.0436639483193424e-06,-3.185017943792903e-08,0.016089810819924836,0.01603107583415427,-5.873498577056713e-05,0.9981018168284108
23,mlp,-8.540108786153198e-06,-8.510285042031412e-06,2.9823744121785405e-08,0.013243451750298021,0.01321951524652919,-2.3936503768830913e-05,0.9965398044781563
24,attn,4.0883385717396194e-07,5.787425445370926e-07,1.6990868736313067e-07,0.016010863911480096,0.01595102379932376,-5.984011215633481e-05,0.9981950627478767
24,mlp,-9.034478926257702e-06,-8.889774792124771e-06,1.4470413413293042e-07,0.013291172359241939,0.013267753818929216,-2.341854031272239e-05,0.996485697251055
25,attn,1.1717275099202055e-06,1.5657057016409472e-06,3.9397819172074175e-07,0.01591261477448254,0.015855673847742287,-5.694092674025236e-05,0.9980978543463757
25,mlp,-5.695566174893866e-06,-5.915542375475612e-06,-2.1997620058174611e-07,0.013379678410344523,0.013357638829978495,-2.2039580366027545e-05,0.9963344369538157
26,attn,-9.918991221478197e-07,-9.3079368952316e-07,6.110543262465974e-08,0.01617566297411352,0.016115851779756992,-5.981119435652729e-05,0.9982656207085006
26,mlp,-7.163859275510331e-06,-7.096718392070248e-06,6.714088344008352e-08,0.013470602464675975,0.013448196915272609,-2.24055494033662e-05,0.9963061936732422
27,attn,-3.360549987252968e-06,-3.164527779846507e-06,1.9602220740646114e-07,0.016188972875424843,0.016132810591916496,-5.616228350834723e-05,0.9979671854152415
27,mlp,-5.804981323391006e-06,-5.547023906510172e-06,2.5795741688083423e-07,0.013587734797107382,0.013567011314045961,-2.0723483061420994e-05,0.9961681393525665
28,attn,1.7927910314025596e-06,1.5750276863960716e-06,-2.1776334500648803e-07,0.016149078408436223,0.016091260377356097,-5.781803108012573e-05,0.9980606713155157
28,mlp,-6.244438660836183e-06,-6.153893846712688e-06,9.054481412349524e-08,0.01367274703715797,0.013650103789234785,-2.264324792318473e-05,0.9962006708574304
29,attn,-2.065305424373519e-06,-1.8951467113705045e-06,1.701587130030143e-07,0.01648035950444416,0.016423336516683623,-5.702298776053688e-05,0.9982554834931081
29,mlp,-7.0084488076798306e-06,-6.939435121638243e-06,6.901368604158718e-08,0.013801090621020237,0.013776600892458973,-2.4489728561264204e-05,0.9962918278087077
30,attn,1.8453279976809403e-06,1.9148838426177527e-06,6.955584493681236e-08,0.016332260034915645,0.01627625585546728,-5.600417944836428e-05,0.9980962504401453
30,mlp,-1.0577361986531703e-05,-1.0385920797855613e-05,1.914411886760893e-07,0.014098036206473381,0.01406655559249756,-3.148061397582197e-05,0.9967432150431764
31,attn,1.6991891001407909e-06,1.920745068371282e-06,2.215559682304913e-07,0.016931443448140203,0.016868006333209826,-6.343711493037724e-05,0.9986171142272181
31,mlp,-1.8106940871972986e-05,-1.7994229670880293e-05,1.1271120109269259e-07,0.015627498567599554,0.015576178420825556,-5.1320146773998e-05,0.9979473677245619
