timestamp,model,task,layer,variant,perturbation,score,split
2026-07-12T16:39:54.734005,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,12,attn,avg,90.0,P
2026-07-12T16:41:43.061705,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,12,mlp,avg,88.0,P
2026-07-12T16:43:31.507108,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,13,attn,avg,86.0,P
2026-07-12T16:45:20.006863,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,13,mlp,avg,86.0,P
2026-07-12T16:47:08.422133,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,14,attn,avg,90.0,P
2026-07-12T16:48:56.855482,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,14,mlp,avg,92.0,P
2026-07-12T16:50:45.321445,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,15,attn,avg,90.0,P
2026-07-12T16:52:33.696807,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,15,mlp,avg,84.0,P
2026-07-12T16:54:21.968474,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,16,attn,avg,88.0,P
2026-07-12T16:56:10.157478,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,16,mlp,avg,86.0,P
2026-07-12T16:57:58.264999,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,17,attn,avg,86.0,P
2026-07-12T16:59:46.375972,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,17,mlp,avg,88.0,P
2026-07-12T17:01:34.505507,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,18,attn,avg,90.0,P
2026-07-12T17:03:22.659290,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,18,mlp,avg,86.0,P
2026-07-12T17:05:10.652877,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,19,attn,avg,88.0,P
2026-07-12T17:06:58.751260,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,19,mlp,avg,90.0,P
2026-07-12T17:08:46.905939,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,20,attn,avg,88.0,P
2026-07-12T17:10:34.900325,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,20,mlp,avg,86.0,P
2026-07-12T17:12:22.877147,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,21,attn,avg,90.0,P
2026-07-12T17:14:11.163149,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,21,mlp,avg,92.0,P
2026-07-12T17:15:59.380026,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,22,attn,avg,92.0,P
2026-07-12T17:17:48.062875,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,22,mlp,avg,88.0,P
2026-07-12T17:19:36.526339,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,23,attn,avg,88.0,P
2026-07-12T17:21:24.739449,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,23,mlp,avg,90.0,P
2026-07-12T17:23:12.978089,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,24,attn,avg,86.0,P
2026-07-12T17:25:01.202470,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,24,mlp,avg,88.0,P
2026-07-12T17:26:49.502245,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,25,attn,avg,86.0,P
2026-07-12T17:28:37.812148,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,25,mlp,avg,88.0,P
2026-07-12T17:30:26.214601,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,26,attn,avg,86.0,P
2026-07-12T17:32:14.532435,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,26,mlp,avg,90.0,P
2026-07-12T17:34:03.176688,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,27,attn,avg,88.0,P
2026-07-12T17:35:51.501310,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,27,mlp,avg,90.0,P
2026-07-12T17:37:40.224330,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,28,attn,avg,90.0,P
2026-07-12T17:39:28.931652,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,28,mlp,avg,90.0,P
2026-07-12T17:41:17.742770,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,29,attn,avg,90.0,P
2026-07-12T17:43:07.031896,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,29,mlp,avg,90.0,P
2026-07-12T17:44:55.874767,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,30,attn,avg,86.0,P
2026-07-12T17:46:44.634003,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,30,mlp,avg,88.0,P
2026-07-12T17:48:33.160387,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,31,attn,avg,88.0,P
2026-07-12T17:50:21.883886,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,31,mlp,avg,88.0,P
2026-07-12T17:52:10.953413,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,32,attn,avg,92.0,P
2026-07-12T17:54:00.693865,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,32,mlp,avg,90.0,P
2026-07-12T17:55:49.741511,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,33,attn,avg,90.0,P
2026-07-12T17:57:38.646766,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,33,mlp,avg,86.0,P
2026-07-12T17:59:27.587291,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,34,attn,avg,86.0,P
2026-07-12T18:01:17.305073,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,34,mlp,avg,90.0,P
2026-07-12T18:03:06.264083,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,35,attn,avg,86.0,P
2026-07-12T18:04:55.149824,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,35,mlp,avg,88.0,P
2026-07-12T18:06:44.756344,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,36,attn,avg,90.0,P
2026-07-12T18:08:33.035161,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,36,mlp,avg,86.0,P
2026-07-12T18:10:21.694489,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,37,attn,avg,86.0,P
2026-07-12T18:12:10.539235,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,37,mlp,avg,82.0,P
2026-07-12T18:13:59.781325,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,38,attn,avg,88.0,P
2026-07-12T18:15:48.705635,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,38,mlp,avg,82.0,P
2026-07-12T18:17:37.631988,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,39,attn,avg,86.0,P
2026-07-12T18:19:26.835071,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,39,mlp,avg,88.0,P
2026-07-12T18:21:15.961135,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,40,attn,avg,82.0,P
2026-07-12T18:23:04.960105,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,40,mlp,avg,80.0,P
2026-07-12T18:24:53.496736,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,41,attn,avg,84.0,P
2026-07-12T18:26:42.226325,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,41,mlp,avg,86.0,P
2026-07-12T18:28:31.115110,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,42,attn,avg,82.0,P
2026-07-12T18:30:20.001695,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,42,mlp,avg,86.0,P
2026-07-12T18:32:08.685341,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,43,attn,avg,86.0,P
2026-07-12T18:33:57.384793,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,43,mlp,avg,82.0,P
2026-07-12T18:35:45.650683,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,44,attn,avg,86.0,P
2026-07-12T18:37:34.003908,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,44,mlp,avg,88.0,P
2026-07-12T18:39:22.669806,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,45,attn,avg,88.0,P
2026-07-12T18:41:11.150877,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,45,mlp,avg,88.0,P
