layer,group,base_mean,tgt_mean,delta_mean,base_std,tgt_std,delta_std,cosine
25,attn,2.575408024912596e-07,2.5932374032357673e-07,1.782937832317146e-09,0.022819408688220903,0.02281879325071298,-6.15437507924671e-07,0.999989895146862
25,mlp,4.3515171201436117e-07,4.255854619039702e-07,-9.566250110390947e-09,0.02278280955442193,0.022782193770951316,-6.157834706137233e-07,0.9999893536786941
26,attn,-4.724130351240536e-09,-1.5603563542323753e-09,3.1637739970081607e-09,0.0222953761362327,0.02229480338509005,-5.727511426523169e-07,0.9999893942309116
26,mlp,-1.610974295270868e-06,-1.6118350360692646e-06,-8.607407983966927e-10,0.022833375571036044,0.022832770435245536,-6.051357905080545e-07,0.9999893890760905
27,attn,9.732147831210959e-07,9.867414685569658e-07,1.3526685435869901e-08,0.02159054378096086,0.02158998139480787,-5.623861529871488e-07,0.9999888861721794
27,mlp,-4.762943710157019e-06,-4.767557769626816e-06,-4.614059469796865e-09,0.02287135486348545,0.022870745924273395,-6.089392120545156e-07,0.9999894078565386
28,attn,9.57409971688737e-07,9.702068430958174e-07,1.2796871407080316e-08,0.021484663484010978,0.021484092471107562,-5.710129034157407e-07,0.9999885870212171
28,mlp,-1.3106640326383308e-06,-1.3113803644447103e-06,-7.16331806379496e-10,0.02294338671671993,0.022942804276157934,-5.824405619955786e-07,0.9999895383138163
29,attn,-1.8682268211922576e-06,-1.8831232946888165e-06,-1.4896473496558955e-08,0.021118331093617004,0.021117776913818144,-5.541797988596608e-07,0.9999882921751163
29,mlp,1.3056156999611939e-06,1.3072207757518864e-06,1.6050757906925517e-09,0.02287979358406952,0.022879188183406212,-6.054006633088305e-07,0.9999895781451363
30,attn,1.4124837880079575e-06,1.4134320148909836e-06,9.482268830260131e-10,0.020274456170143233,0.020273938484624277,-5.176855189560625e-07,0.9999882970437457
30,mlp,1.1903604178147137e-06,1.1943332919296164e-06,3.972874114902717e-09,0.022239407644277325,0.022238854464364473,-5.531799128523363e-07,0.9999898598639979
31,attn,1.8329734250942253e-06,1.8394949346875313e-06,6.521509593305978e-09,0.020161321114715774,0.020160772997850115,-5.481168656590318e-07,0.9999882012876069
31,mlp,-7.1618996593338425e-06,-7.166002608965866e-06,-4.102949632023898e-09,0.02187785486574852,0.021877321557295413,-5.33308453107284e-07,0.9999897330365505
32,attn,2.7316996117782763e-06,2.7355655129455826e-06,3.8659011673063195e-09,0.02191820579106348,0.02191767408878461,-5.317022788720038e-07,0.9999895256484662
32,mlp,5.612637958166058e-07,5.616985418340399e-07,4.3474601743413043e-10,0.023515725846004986,0.02351515019446759,-5.756515373961379e-07,0.9999903593640517
33,attn,-1.157045057550992e-06,-1.151367339868484e-06,5.6777176825079795e-09,0.021671521458491685,0.021670957252568884,-5.642059228011531e-07,0.9999889113027035
33,mlp,1.2617984445822776e-05,1.2629485609323966e-05,1.1501163501190137e-08,0.02378312356843414,0.023782518031313312,-6.05537120827726e-07,0.9999902461012038
34,attn,-3.1129615565098003e-06,-3.114917870534683e-06,-1.9563140248827263e-09,0.0229668267738788,0.022966265265198234,-5.615086805660363e-07,0.9999898867866791
34,mlp,1.144627558784252e-05,1.1441082785977945e-05,-5.1928018645741575e-09,0.02390874195896608,0.023908124504172495,-6.17454793586103e-07,0.9999904899927936
35,attn,-1.1618334798624287e-06,-1.1806765492521038e-06,-1.884306938967517e-08,0.023086612923447353,0.023086012818924886,-6.001045224669765e-07,0.999989751433199
35,mlp,1.0490577615716757e-05,1.0484686163069607e-05,-5.891452647149406e-09,0.02398850029420873,0.023987890015123463,-6.10279085266896e-07,0.9999904153909654
36,attn,-1.3945105030984841e-06,-1.3799233513253782e-06,1.4587151773105939e-08,0.022997857114435187,0.022997298650318212,-5.584641169752158e-07,0.9999892283485727
36,mlp,1.1496890950840312e-05,1.1493582088738712e-05,-3.308862101599692e-09,0.02399251480854268,0.023991908482252047,-6.063262906336186e-07,0.9999902356685316
37,attn,3.5187506512276747e-06,3.5287894872253286e-06,1.0038835997653893e-08,0.023280246352802493,0.02327969522107407,-5.511317284247197e-07,0.9999897867397952
37,mlp,7.572979107706532e-06,7.5698111356120755e-06,-3.167972094456558e-09,0.02406799334151669,0.024067393331588395,-6.00009928294204e-07,0.9999901412740828
38,attn,1.2869335744843903e-06,1.283489176925928e-06,-3.444397558462426e-09,0.022900811980012405,0.02290032333807485,-4.886419375550732e-07,0.999989566803857
38,mlp,7.110130056204275e-06,7.118779132630231e-06,8.649076425955874e-09,0.02421620687222592,0.024215611060215997,-5.958120099236464e-07,0.9999901426761465
39,attn,3.0169367082018217e-06,3.0368036459917014e-06,1.986693778987965e-08,0.023530873927728867,0.02353028392113368,-5.90006595187903e-07,0.9999892927273393
39,mlp,7.074050311629149e-06,7.067728692203976e-06,-6.321619425173286e-09,0.024257611834435498,0.024257010144890734,-6.016895447644166e-07,0.9999899538902889
40,attn,-2.056980587863826e-06,-2.054382231902575e-06,2.5983559612513682e-09,0.023516542548235007,0.023516001105159126,-5.41443075881276e-07,0.9999889704743504
40,mlp,9.190379306243778e-06,9.193943805669138e-06,3.564499425359963e-09,0.024106039078611263,0.024105445204752406,-5.938738588569248e-07,0.999989601162448
41,attn,-4.265488671282199e-06,-4.270739667339788e-06,-5.250996057588378e-09,0.02341609280312055,0.023415558010278278,-5.347928422709536e-07,0.9999886667355444
41,mlp,9.747803748914134e-07,9.735661910567895e-07,-1.2141838346238903e-09,0.023955226868024607,0.023954605625030555,-6.212429940512243e-07,0.9999893060806233
42,attn,1.1677818872241681e-07,1.1598520679931279e-07,-7.929819231040198e-10,0.02315772348160561,0.023157173105895,-5.503757106103957e-07,0.9999882527419341
42,mlp,2.610199871406938e-06,2.609208631168487e-06,-9.91240238450848e-10,0.02375426589747381,0.023753672732105706,-5.931653681047477e-07,0.9999889143016004
43,attn,-2.473948355042105e-07,-2.5678487084102646e-07,-9.390035336815956e-09,0.02307421902913142,0.02307367641082625,-5.426183051701616e-07,0.999987777076703
